CreatorOS Production Issue History Export
  ==========================================
  Generated: 2026-06-05T18:41:38.162Z
  Source: Production PostgreSQL (read-only replica)

  Tables included (oldest to newest, all rows):
    1. audit_logs          — 3,669 rows from 2026-02-24 (OLDEST RECORD)
    2. dead_letter_queue   — 1,337 rows from 2026-03-25
    3. autonomous_action_log — 2,357 rows from 2026-04-27
    4. security_events     — 115 rows from 2026-04-11
    5. pipeline_traces     — 14 rows from 2026-05-24

  Prompt for AI analysis:
    "The following is the full issue/event history for an autonomous YouTube
     channel automation system called CreatorOS. Identify recurring failure
     patterns, systemic problems, periods of instability, and root causes.
     Note any escalation trends and what was working vs broken at each phase."

  ==========================================

  

================================================================================
SECTION: AUDIT LOGS (audit_logs) — 3,669 rows from 2026-02-24
4220,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T07:00:07.282Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 07:00:07.295977
4221,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-24 08:30:01.523967
4222,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-24 08:32:14.830188
4223,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T09:00:02.158Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 09:00:02.201789
4224,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T09:00:03.615Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 09:00:03.660569
4225,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T10:00:00.745Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 10:00:00.768162
4226,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T10:00:00.902Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 10:00:00.925271
4227,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T11:00:00.704Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 11:00:00.725832
4228,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T11:00:00.886Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 11:00:00.908052
4229,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: AI Gameplay Shock: What Happens Next Will Leave You Speechless!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""Lfupu2iliBw"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-24 11:01:48.642765
4230,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Eivor's Epic Clutch Moment in Assassin's Creed Valhalla! 😱,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""sjipH7tRnig"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-24 11:07:57.748404
4231,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Sundance's Insane SFAR-M GL Clutch in Battlefield 6! 😲,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""3NKTCjsIgAY"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-24 11:10:38.480152
4232,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unleash Brutal Combat in Assassin's Creed Valhalla - Epic Raids!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""IZ1qEudxceQ"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-24 11:14:31.752627
4233,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: The Stealth Kill in Assassin's Creed Valhalla That Will Leave You Speechless!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""cPNovol7VsY"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-24 11:18:20.987395
4234,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: This NG+ Build in Assassin's Creed Will Leave You Speechless!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""TlplSBXzVIQ"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-24 11:22:09.469722
4235,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-24 11:30:07.502989
4236,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-24 16:30:07.551716
4237,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unbelievable Clutch Moments in Assassin's Creed Valhalla! 😱,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""rcRTCJdOINc"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-24 16:31:20.771899
4238,7210ff92-76dd-4d0a-80bb-9eb5be27508b,backlog_refresh_complete,All 14 videos refreshed,"{""total"": 14}",low,2026-05-24 16:46:16.058828
4239,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T18:00:05.459Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 18:00:05.48232
4240,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T18:00:06.965Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 18:00:06.988298
4241,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-24 20:30:04.648429
4242,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-24 22:30:02.428723
4243,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-28 01:30:12.224761
4244,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 42 videos processed,,low,2026-05-28 07:52:48.680773
4245,7210ff92-76dd-4d0a-80bb-9eb5be27508b,youtube_live_dual_confirmed,BATTLEFIELD 6 LIVE | No Commentary PS5 Gameplay | All-Out Warfare,"{""platforms"": [""youtube""], ""broadcastId"": ""oOvbZwsaeKI""}",low,2026-05-28 23:51:29.046015
4246,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-29T00:00:07.249Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-29 00:00:07.275844
4247,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-29T00:00:09.004Z"", ""liveHealthy"": 0, ""liveStreams"": 1}",low,2026-05-29 00:00:09.030596
4248,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-29 00:30:00.548582
4249,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Eivor's Insane Clutch Moment in Assassin's Creed Valhalla!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""sjipH7tRnig"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 00:32:01.098933
4250,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Sundance's SFAR-M GL Clutch in Battlefield 6 Will Shock You! 😲,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""3NKTCjsIgAY"", ""updatedFields"": [""title"", ""description""]}",low,2026-05-29 00:34:01.51435
4251,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unleash Brutal Combat in Assassin's Creed Valhalla - Raids Revealed!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""IZ1qEudxceQ"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 00:36:03.538901
4252,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: The Stealth Kill in Assassin's Creed Valhalla: Are You Ready to Be Shocked?,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""cPNovol7VsY"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 00:37:36.579319
4253,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: This NG+ Build in Assassin's Creed Will Change Everything About You!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""TlplSBXzVIQ"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 00:38:29.575356
4254,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unbelievable Stealth Takedown in AC Valhalla You Can't Miss!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""n_DFcS9pMDw"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 00:39:00.556642
4255,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Clutch Victory in Assassin's Creed Valhalla That Will Shock You!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""ANhPLszGdrE"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 00:40:50.043196
4256,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Eivor's Stealth Mastery: Insane Takedowns You'll Never Forget! 😲,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""YPTWsPgkZYE"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 00:42:14.081994
4257,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unthinkable Stealth Takedown in Assassin's Creed Valhalla Uncovered!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""iAKMZVTkwMM"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 00:43:02.031151
4258,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Eivor's Insane Stealth Move in Assassin's Creed - You Won't Believe It,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""zYEeZ_aqrhQ"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 00:43:05.816695
4259,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-29 04:30:02.775297
4260,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unlock Assassin's Creed Aveline's AI Secrets: 10 Hidden Abilities!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""a8zZ113zSwA"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 12:47:12.79094
4261,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-29T13:00:06.731Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-29 13:00:06.766593
4262,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-29T13:00:12.721Z"", ""liveHealthy"": 0, ""liveStreams"": 1}",low,2026-05-29 13:00:12.755981
4263,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Sundance's SFAR-M GL Clutch in Battlefield 6 Will Leave You Speechless!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""3NKTCjsIgAY"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 14:49:32.201644
4264,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-29T15:00:04.666Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-29 15:00:04.700403
4265,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-29T15:00:09.143Z"", ""liveHealthy"": 0, ""liveStreams"": 1}",low,2026-05-29 15:00:09.170115
4266,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-29T16:00:05.175Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-29 16:00:05.213244
4267,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-29T16:00:11.129Z"", ""liveHealthy"": 0, ""liveStreams"": 1}",low,2026-05-29 16:00:11.168031
4268,7210ff92-76dd-4d0a-80bb-9eb5be27508b,backlog_refresh_complete,All 29 videos refreshed,"{""total"": 29}",low,2026-05-29 16:04:53.723722
4269,7210ff92-76dd-4d0a-80bb-9eb5be27508b,backlog_refresh_complete,All 29 videos refreshed,"{""total"": 29}",low,2026-05-29 18:20:57.468415
4270,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unleash Epic Raids in Assassin's Creed Valhalla's Brutal Combat!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""IZ1qEudxceQ"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 18:24:58.226768
4271,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-29 18:30:06.95873
4272,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unlock AI Secrets: 5 Assassin's Creed IV Tips You Didn't Know,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""CZLe-8cgZPA"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 18:36:50.752618
4273,7210ff92-76dd-4d0a-80bb-9eb5be27508b,backlog_refresh_complete,All 19 videos refreshed,"{""total"": 19}",low,2026-05-29 19:16:08.765046
4274,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unbelievable Stealth Takedown in AC Valhalla That Will Shock You!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""n_DFcS9pMDw"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 19:27:58.496722
4275,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-29 19:30:02.071325
4276,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-29 19:30:04.340373
4277,7210ff92-76dd-4d0a-80bb-9eb5be27508b,backlog_refresh_complete,All 19 videos refreshed,"{""total"": 19}",low,2026-05-29 19:31:45.353482
4278,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Hidden AI Features in Assassin's Creed: Freedom Cry Revealed!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""PwxRNaZkdXI"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 19:37:50.31007
4279,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Assassin's Creed Valhalla — Did You Spot This Epic Kill?,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""eJv4BGO17gM"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 19:39:49.851425
4280,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Master AI Tactics in Assassin's Creed 4! (Epic Gameplay!),"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""fYDvlo1ht-A"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-29 19:41:47.829045
4281,7210ff92-76dd-4d0a-80bb-9eb5be27508b,youtube_live_dual_confirmed,Epic PS5 Gameplay Live Stream | No Commentary Immersive Experience,"{""platforms"": [""youtube""], ""broadcastId"": ""oOvbZwsaeKI""}",low,2026-05-29 19:55:16.226546
4282,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-29T20:00:04.201Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-29 20:00:04.230949
4283,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-29T20:00:07.503Z"", ""liveHealthy"": 0, ""liveStreams"": 2}",low,2026-05-29 20:00:07.532847
4284,7210ff92-76dd-4d0a-80bb-9eb5be27508b,youtube_live_dual_confirmed,Epic PS5 Gameplay Live Stream | No Commentary Immersive Experience,"{""platforms"": [""youtube""], ""broadcastId"": ""oOvbZwsaeKI""}",low,2026-05-29 20:53:32.815697
4285,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-29T21:00:02.039Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-29 21:00:02.065299
4286,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-29T21:00:04.017Z"", ""liveHealthy"": 0, ""liveStreams"": 1}",low,2026-05-29 21:00:04.042826
4287,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-29 21:30:00.399808
4288,7210ff92-76dd-4d0a-80bb-9eb5be27508b,youtube_live_dual_confirmed,Epic PS5 Gameplay Live Stream | No Commentary Immersive Experience,"{""platforms"": [""youtube""], ""broadcastId"": ""oOvbZwsaeKI""}",low,2026-05-29 21:30:54.082856
4289,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-30T09:00:04.928Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-30 09:00:04.954174
4290,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-30T09:00:07.176Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-30 09:00:07.202858
4291,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-30T15:00:05.182Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-30 15:00:05.252675
4292,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-30T15:00:07.923Z"", ""liveHealthy"": 0, ""liveStreams"": 1}",low,2026-05-30 15:00:07.991585
4293,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-30T17:00:05.658Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-30 17:00:05.873448
4294,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-30T17:00:08.848Z"", ""liveHealthy"": 0, ""liveStreams"": 1}",low,2026-05-30 17:00:08.873792
4295,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-31 18:30:02.239243
4296,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-31 18:30:04.233485
4297,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unbelievable Battlefield 6 Objective Defense - Lobby Breaker Moment!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""JjCbe5BVSrs"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 18:33:58.692733
4298,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: 🚀 Unravel AI's Secrets! Immersive PS5 Gameplay Awaits You!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""oOvbZwsaeKI"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 18:39:44.491949
4299,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: This Glitch in AC Valhalla AI Changes Raids Forever!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""rti9dwsn5uo"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 18:44:51.247459
4300,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: AI Unleashed: Epic Battles Await in Assassin's Creed 4! [PT 87],"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""i31C5xnSy90"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 18:49:11.989616
4301,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: The 1 Move in Assassin's Creed Valhalla That Will Shock You!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""Iq1AgRNoHSA"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 18:50:49.726532
4302,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unlock Assassin's Creed Valhalla's Secret Kill Nobody Knows!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""StzcQ8_0MQs"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 18:51:49.721636
4303,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Did I Just Find a Game-Breaking AI Trick in AC Valhalla? #shorts,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""Ci6aV9stdxo"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 18:52:04.697704
4304,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,27 of 27 videos processed,,low,2026-05-31 18:56:29.982269
4305,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-31T19:00:02.703Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-31 19:00:02.744401
4306,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-31T19:00:04.947Z"", ""liveHealthy"": 0, ""liveStreams"": 1}",low,2026-05-31 19:00:04.988389
4307,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Assassin's Creed Valhalla: The AI One-Hit Kill You Must See!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""yGPil667CEU"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 19:02:02.492992
4308,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: You Won't Believe This Assassin's Creed Valhalla Kill!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""W1Jwtvcatrw"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 19:04:08.721267
4309,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: The Secret Move That Broke Assassin's Creed Valhalla,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""wx2kHmWGBwc"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 19:05:03.727317
4310,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Insane 1-Second AI Stealth Kill in AC Valhalla – So Easy!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""fASGmN4W9R8"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 19:05:23.72326
4311,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: The Glitch in Assassin's Creed Valhalla That Changes Everything,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""Dxe4-auMIYA"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 19:16:17.721021
4312,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-31 19:30:03.195251
4313,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: The AI Stealth Move in AC Valhalla That’s Overpowered!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""CHEO-qXXDCE"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 19:30:06.200107
4314,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: This AC Valhalla Secret Kill Will Blow Your Mind!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""pt9mB9g3NJQ"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 19:42:11.691309
4315,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,22 of 22 videos processed,,low,2026-05-31 19:43:41.213788
4316,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unlock AI Secrets: Epic Assassin's Creed 4 Pirate Adventures!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""JQ4aHpc0Otw"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-31 19:55:56.976797
